play_id,game_id,home_team,away_team,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,drive,sp,qtr,down,goal_to_go,time,yrdln,ydstogo,ydsnet,desc,play_type,yards_gained,shotgun,no_huddle,qb_dropback,qb_kneel,qb_spike,qb_scramble,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,field_goal_result,kick_distance,extra_point_result,two_point_conv_result,home_timeouts_remaining,away_timeouts_remaining,timeout,timeout_team,td_team,posteam_timeouts_remaining,defteam_timeouts_remaining,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,no_score_prob,opp_fg_prob,opp_safety_prob,opp_td_prob,fg_prob,safety_prob,td_prob,extra_point_prob,two_point_conversion_prob,ep,epa,total_home_epa,total_away_epa,total_home_rush_epa,total_away_rush_epa,total_home_pass_epa,total_away_pass_epa,air_epa,yac_epa,comp_air_epa,comp_yac_epa,total_home_comp_air_epa,total_away_comp_air_epa,total_home_comp_yac_epa,total_away_comp_yac_epa,total_home_raw_air_epa,total_away_raw_air_epa,total_home_raw_yac_epa,total_away_raw_yac_epa,wp,def_wp,home_wp,away_wp,wpa,home_wp_post,away_wp_post,total_home_rush_wpa,total_away_rush_wpa,total_home_pass_wpa,total_away_pass_wpa,air_wpa,yac_wpa,comp_air_wpa,comp_yac_wpa,total_home_comp_air_wpa,total_away_comp_air_wpa,total_home_comp_yac_wpa,total_away_comp_yac_wpa,total_home_raw_air_wpa,total_away_raw_air_wpa,total_home_raw_yac_wpa,total_away_raw_yac_wpa,punt_blocked,first_down_rush,first_down_pass,first_down_penalty,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,incomplete_pass,interception,punt_inside_twenty,punt_in_endzone,punt_out_of_bounds,punt_downed,punt_fair_catch,kickoff_inside_twenty,kickoff_in_endzone,kickoff_out_of_bounds,kickoff_downed,kickoff_fair_catch,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,safety,penalty,tackled_for_loss,fumble_lost,own_kickoff_recovery,own_kickoff_recovery_td,qb_hit,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,return_touchdown,extra_point_attempt,two_point_attempt,field_goal_attempt,kickoff_attempt,punt_attempt,fumble,complete_pass,assist_tackle,lateral_reception,lateral_rush,lateral_return,lateral_recovery,passer_player_id,passer_player_name,receiver_player_id,receiver_player_name,rusher_player_id,rusher_player_name,lateral_receiver_player_id,lateral_receiver_player_name,lateral_rusher_player_id,lateral_rusher_player_name,lateral_sack_player_id,lateral_sack_player_name,interception_player_id,interception_player_name,lateral_interception_player_id,lateral_interception_player_name,punt_returner_player_id,punt_returner_player_name,lateral_punt_returner_player_id,lateral_punt_returner_player_name,kickoff_returner_player_name,kickoff_returner_player_id,lateral_kickoff_returner_player_id,lateral_kickoff_returner_player_name,punter_player_id,punter_player_name,kicker_player_name,kicker_player_id,own_kickoff_recovery_player_id,own_kickoff_recovery_player_name,blocked_player_id,blocked_player_name,tackle_for_loss_1_player_id,tackle_for_loss_1_player_name,tackle_for_loss_2_player_id,tackle_for_loss_2_player_name,qb_hit_1_player_id,qb_hit_1_player_name,qb_hit_2_player_id,qb_hit_2_player_name,forced_fumble_player_1_team,forced_fumble_player_1_player_id,forced_fumble_player_1_player_name,forced_fumble_player_2_team,forced_fumble_player_2_player_id,forced_fumble_player_2_player_name,solo_tackle_1_team,solo_tackle_2_team,solo_tackle_1_player_id,solo_tackle_2_player_id,solo_tackle_1_player_name,solo_tackle_2_player_name,assist_tackle_1_player_id,assist_tackle_1_player_name,assist_tackle_1_team,assist_tackle_2_player_id,assist_tackle_2_player_name,assist_tackle_2_team,assist_tackle_3_player_id,assist_tackle_3_player_name,assist_tackle_3_team,assist_tackle_4_player_id,assist_tackle_4_player_name,assist_tackle_4_team,pass_defense_1_player_id,pass_defense_1_player_name,pass_defense_2_player_id,pass_defense_2_player_name,fumbled_1_team,fumbled_1_player_id,fumbled_1_player_name,fumbled_2_player_id,fumbled_2_player_name,fumbled_2_team,fumble_recovery_1_team,fumble_recovery_1_yards,fumble_recovery_1_player_id,fumble_recovery_1_player_name,fumble_recovery_2_team,fumble_recovery_2_yards,fumble_recovery_2_player_id,fumble_recovery_2_player_name,return_team,return_yards,penalty_team,penalty_player_id,penalty_player_name,penalty_yards,replay_or_challenge,replay_or_challenge_result,penalty_type,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv
1330,2009091000,PIT,TEN,TEN,away,PIT,TEN,73,10-09-2009,427,427,2227,Half1,0,10,0,2,2,0,07:07,TEN 27,10,4,(7:07) L.White up the middle to TEN 31 for 4 yards (K.Fox).,run,4,0,0,0,0,0,0,,,,,middle,,,,,,3,3,0,,,3,3,0,0,0,0,0,0,0,0,0.255750917,0.12919578,0.00347669,0.192250585,0.17277168,0.00283636,0.243717988,0,0,0.489718866,-0.220817012,-0.592427708,0.592427708,-7.380571415,7.380571415,-0.910842229,0.910842229,,,0,0,1.26401292,-1.26401292,0.578110049,-0.578110049,10.14298326,-10.14298326,-7.527287948,7.527287948,0.509319728,0.490680272,0.490680272,0.509319728,-0.005387574,0.496067846,0.503932154,-0.211582823,0.211582823,0.006397479,-0.006397479,,,0,0,0.035447749,-0.035447749,0.037461376,-0.037461376,0.309369526,-0.309369526,-0.193733425,0.193733425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,00-0024260,L.White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIT,,00-0022697,,K.Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
1351,2009091000,PIT,TEN,TEN,away,PIT,TEN,69,10-09-2009,391,391,2191,Half1,0,10,0,2,3,0,06:31,TEN 31,6,12,(6:31) (Shotgun) K.Collins pass short left to N.Washington to TEN 39 for 8 yards (D.Townsend).,pass,8,1,0,1,0,0,0,short,left,4,4,,,,,,,3,3,0,,,3,3,0,0,0,0,0,0,0,0,0.272817231,0.136385513,0.003023944,0.19987784,0.154231977,0.003017847,0.230645648,0,0,0.268901854,1.577302734,-2.169730441,2.169730441,-7.380571415,7.380571415,-2.488144963,2.488144963,-1.015191515,2.592494249,-1.015191515,2.592494249,2.279204436,-2.279204436,-2.0143842,2.0143842,11.15817478,-11.15817478,-10.1197822,10.1197822,0.503932154,0.496067846,0.496067846,0.503932154,0.049113563,0.446954283,0.553045717,-0.211582823,0.211582823,-0.042716084,0.042716084,-0.03079213,0.079905693,-0.03079213,0.079905693,0.066239879,-0.066239879,-0.042444317,0.042444317,0.340161656,-0.340161656,-0.273639118,0.273639118,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0003292,K.Collins,00-0023367,N.Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIT,,00-0016577,,D.Townsend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
1375,2009091000,PIT,TEN,TEN,away,PIT,TEN,61,10-09-2009,354,354,2154,Half1,0,10,0,2,1,0,05:54,TEN 39,10,15,(5:54) L.White left tackle to TEN 42 for 3 yards (B.Keisel; K.Fox).,run,3,0,0,0,0,0,0,,,,,left,tackle,,,,,3,3,0,,,3,3,0,0,0,0,0,0,0,0,0.2508979,0.081792758,0.000938527,0.120774923,0.216901268,0.00253636,0.326158264,0,0,1.846204588,-0.248406524,-1.921323917,1.921323917,-7.13216489,7.13216489,-2.488144963,2.488144963,,,0,0,2.279204436,-2.279204436,-2.0143842,2.0143842,11.15817478,-11.15817478,-10.1197822,10.1197822,0.553045717,0.446954283,0.446954283,0.553045717,-0.008193195,0.455147478,0.544852522,-0.203389628,0.203389628,-0.042716084,0.042716084,,,0,0,0.066239879,-0.066239879,-0.042444317,0.042444317,0.340161656,-0.340161656,-0.273639118,0.273639118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,00-0024260,L.White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0021344,B.Keisel,PIT,00-0022697,K.Fox,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
1396,2009091000,PIT,TEN,,,,TEN,,10-09-2009,319,319,2119,Half1,0,10,0,2,2,,05:19,TEN 42,7,15,"(5:19) K.Collins pass incomplete short middle to J.Gage. Penalty on TEN-N.Washington, Illegal Formation, offsetting, enforced at TEN 42 - No Play. Penalty on PIT-T.Polamalu, Defensive Pass Interference, offsetting.",,0,0,0,,0,0,0,,,,,,,,,,,3,3,,,,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,-1.921323917,1.921323917,-7.13216489,7.13216489,-2.488144963,2.488144963,,,,,2.279204436,-2.279204436,-2.0143842,2.0143842,11.15817478,-11.15817478,-10.1197822,10.1197822,,,,,0,,,-0.203389628,0.203389628,-0.042716084,0.042716084,,,,,0.066239879,-0.066239879,-0.042444317,0.042444317,0.340161656,-0.340161656,-0.273639118,0.273639118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,
1429,2009091000,PIT,TEN,TEN,away,PIT,TEN,58,10-09-2009,311,311,2111,Half1,0,10,0,2,2,0,05:11,TEN 42,7,30,(5:11) K.Collins pass short right to K.Britt ran ob at PIT 43 for 15 yards.,pass,15,0,0,1,0,0,0,short,right,13,2,,,,,,,3,3,0,,,3,3,0,0,0,0,0,0,0,0,0.283275437,0.083202357,0.001022708,0.122725642,0.211688914,0.00262626,0.295458683,0,0,1.597798063,1.28663488,-3.207958797,3.207958797,-7.13216489,7.13216489,-3.774779843,3.774779843,1.351233375,-0.064598495,1.351233375,-0.064598495,0.927971061,-0.927971061,-1.949785705,1.949785705,9.806941405,-9.806941405,-10.0551837,10.0551837,0.544852522,0.455147478,0.455147478,0.544852522,0.04104159,0.414105887,0.585894113,-0.203389628,0.203389628,-0.083757674,0.083757674,0.043623207,-0.002581617,0.043623207,-0.002581617,0.022616671,-0.022616671,-0.0398627,0.0398627,0.296538449,-0.296538449,-0.271057501,0.271057501,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0003292,K.Collins,00-0027006,K.Britt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
1480,2009091000,PIT,TEN,TEN,away,PIT,PIT,43,10-09-2009,286,286,2086,Half1,0,10,0,2,1,0,04:46,PIT 43,10,30,(4:46) K.Collins pass incomplete short right to J.Gage. Pressure by #91 Aa. Smith.,pass,0,0,0,1,0,0,0,short,right,8,,,,,,,,3,3,0,,,3,3,0,0,0,0,0,0,0,0,0.211792725,0.050915355,0.00019672,0.074790218,0.265745302,0.002409938,0.394149742,0,0,2.884432944,-0.47266085,-2.735297947,2.735297947,-7.13216489,7.13216489,-3.302118993,3.302118993,-0.002335581,-0.47032527,0,0,0.927971061,-0.927971061,-1.949785705,1.949785705,9.809276985,-9.809276985,-9.584858433,9.584858433,0.585894113,0.414105887,0.414105887,0.585894113,-0.015752799,0.429858686,0.570141314,-0.203389628,0.203389628,-0.068004875,0.068004875,-0.000223757,-0.015529043,0,0,0.022616671,-0.022616671,-0.0398627,0.0398627,0.296762205,-0.296762205,-0.255528458,0.255528458,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0003292,K.Collins,00-0021982,J.Gage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
1506,2009091000,PIT,TEN,TEN,away,PIT,PIT,43,10-09-2009,280,280,2080,Half1,0,10,0,2,2,0,04:40,PIT 43,10,33,"(4:40) L.White right guard to PIT 40 for 3 yards (K.Fox, C.Hoke).",run,3,0,0,0,0,0,0,,,,,right,guard,,,,,3,3,0,,,3,3,0,0,0,0,0,0,0,0,0.231468124,0.059707023,0.000377714,0.08894008,0.277342371,0.002590157,0.339574531,0,0,2.411772093,-0.451940235,-2.283357712,2.283357712,-6.680224655,6.680224655,-3.302118993,3.302118993,,,0,0,0.927971061,-0.927971061,-1.949785705,1.949785705,9.809276985,-9.809276985,-9.584858433,9.584858433,0.570141314,0.429858686,0.429858686,0.570141314,-0.015797818,0.445656504,0.554343496,-0.187591811,0.187591811,-0.068004875,0.068004875,,,0,0,0.022616671,-0.022616671,-0.0398627,0.0398627,0.296762205,-0.296762205,-0.255528458,0.255528458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,00-0024260,L.White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0022697,K.Fox,PIT,00-0019940,C.Hoke,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
1527,2009091000,PIT,TEN,TEN,away,PIT,PIT,40,10-09-2009,241,241,2041,Half1,0,10,0,2,3,0,04:01,PIT 40,7,56,"(4:01) (Shotgun) K.Collins pass short left to B.Scaife to PIT 32 for 8 yards (T.Polamalu) [J.Farrior]. PENALTY on PIT-T.Polamalu, Face Mask (15 Yards), 15 yards, enforced at PIT 32.",pass,8,1,0,1,0,0,0,short,left,5,3,,,,,,,3,3,0,,,3,3,0,0,0,0,0,0,0,0,0.265401667,0.063257895,0.000407908,0.095885326,0.297172929,0.003004013,0.274870261,0,0,1.959831859,2.048492476,-4.331850188,4.331850188,-6.680224655,6.680224655,-5.350611469,5.350611469,-0.833227682,2.881720158,-0.833227682,2.881720158,1.761198743,-1.761198743,-4.831505863,4.831505863,10.64250467,-10.64250467,-12.46657859,12.46657859,0.554343496,0.445656504,0.445656504,0.554343496,0.06823246,0.377424044,0.622575956,-0.187591811,0.187591811,-0.136237335,0.136237335,-0.026419756,0.094652216,-0.026419756,0.094652216,0.049036428,-0.049036428,-0.134514916,0.134514916,0.323181962,-0.323181962,-0.350180674,0.350180674,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0003292,K.Collins,00-0023612,B.Scaife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0005082,J.Farrior,,,,,,,,,PIT,,00-0022119,,T.Polamalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,PIT,00-0022119,T.Polamalu,15,0,,,0,0,0,0
1562,2009091000,PIT,TEN,TEN,away,PIT,PIT,17,10-09-2009,217,217,2017,Half1,0,10,0,2,1,0,03:37,PIT 17,10,61,"(3:37) K.Collins pass short right to J.Gage to PIT 12 for 5 yards (I.Taylor, W.Gay).",pass,5,0,0,1,0,0,0,short,right,-3,8,,,,,,,3,3,0,,,3,3,0,0,0,0,0,0,0,0,0.135709928,0.023660356,1.90E-05,0.034532252,0.327791115,0.002063155,0.476224211,0,0,4.008324335,-0.125264992,-4.206585196,4.206585196,-6.680224655,6.680224655,-5.225346477,5.225346477,-0.541824934,0.416559943,-0.541824934,0.416559943,2.303023677,-2.303023677,-5.248065806,5.248065806,11.1843296,-11.1843296,-12.88313853,12.88313853,0.622575956,0.377424044,0.377424044,0.622575956,-0.005190883,0.382614927,0.617385073,-0.187591811,0.187591811,-0.131046452,0.131046452,-0.01904776,0.013856878,-0.01904776,0.013856878,0.068084188,-0.068084188,-0.148371794,0.148371794,0.342229722,-0.342229722,-0.364037552,0.364037552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,00-0003292,K.Collins,00-0021982,J.Gage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0021891,I.Taylor,PIT,00-0025557,W.Gay,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
1586,2009091000,PIT,TEN,TEN,away,PIT,PIT,12,10-09-2009,184,184,1984,Half1,0,10,0,2,2,0,03:04,PIT 12,5,60,(3:04) C.Johnson up the middle to PIT 13 for -1 yards (C.Hampton).,run,-1,0,0,0,0,0,0,,,,,middle,,,,,,3,3,0,,,3,3,0,0,0,0,0,0,0,0,0.140309475,0.021243854,2.69E-05,0.031274321,0.368628732,0.001947722,0.436569034,0,0,3.883059343,-0.82395674,-3.382628456,3.382628456,-5.856267915,5.856267915,-5.225346477,5.225346477,,,0,0,2.303023677,-2.303023677,-5.248065806,5.248065806,11.1843296,-11.1843296,-12.88313853,12.88313853,0.617385073,0.382614927,0.382614927,0.617385073,-0.029113606,0.411728534,0.588271466,-0.158478204,0.158478204,-0.131046452,0.131046452,,,0,0,0.068084188,-0.068084188,-0.148371794,0.148371794,0.342229722,-0.342229722,-0.364037552,0.364037552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,00-0026164,C.Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0020426,C.Hampton,,,,,,,,,,,,,PIT,,00-0020426,,C.Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
1607,2009091000,PIT,TEN,TEN,away,PIT,PIT,13,10-09-2009,148,148,1948,Half1,0,10,0,2,3,0,02:28,PIT 13,6,60,(2:28) (Shotgun) K.Collins pass incomplete short right to J.Gage (W.Gay).,pass,0,1,0,1,0,0,0,short,right,13,,,,,,,,3,3,0,,,3,3,0,0,0,0,0,0,0,0,0.182312985,0.025673497,5.23E-05,0.039998734,0.45886181,0.002414277,0.290686405,0,0,3.059102603,-0.242119912,-3.140508545,3.140508545,-5.856267915,5.856267915,-4.983226565,4.983226565,3.940897397,-4.183017309,0,0,2.303023677,-2.303023677,-5.248065806,5.248065806,7.243432205,-7.243432205,-8.700121225,8.700121225,0.588271466,0.411728534,0.411728534,0.588271466,-0.008255007,0.419983541,0.580016459,-0.158478204,0.158478204,-0.122791445,0.122791445,0.138874103,-0.147129111,0,0,0.068084188,-0.068084188,-0.148371794,0.148371794,0.203355619,-0.203355619,-0.216908441,0.216908441,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0003292,K.Collins,00-0021982,J.Gage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0025557,W.Gay,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
1633,2009091000,PIT,TEN,TEN,away,PIT,PIT,13,10-09-2009,142,142,1942,Half1,0,10,0,2,4,0,02:22,PIT 13,6,60,"(2:22) (Field Goal formation) R.Bironas 31 yard field goal is BLOCKED (A.Smith), Center-K.Amato, Holder-C.Hentrich.",field_goal,0,0,0,0,0,0,0,,,,,,,blocked,31,,,3,3,0,,,3,3,0,0,0,0,0,0,0,0,0.029165768,0.005558068,8.22E-05,0.008541699,0.950566373,0.000137473,0.00594844,0,0,2.816982691,-3.236531745,0.096023201,-0.096023201,-5.856267915,5.856267915,-4.983226565,4.983226565,,,0,0,2.303023677,-2.303023677,-5.248065806,5.248065806,7.243432205,-7.243432205,-8.700121225,8.700121225,0.580016459,0.419983541,0.419983541,0.580016459,-0.083429625,0.503413166,0.496586834,-0.158478204,0.158478204,-0.122791445,0.122791445,,,0,0,0.068084188,-0.068084188,-0.148371794,0.148371794,0.203355619,-0.203355619,-0.216908441,0.216908441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,R.Bironas,00-0020962,,,00-0015080,A.Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
1653,2009091000,PIT,TEN,PIT,home,TEN,PIT,79,10-09-2009,134,134,1934,Half1,0,11,0,2,1,0,02:14,PIT 21,10,0,(2:14) (Shotgun) B.Roethlisberger pass incomplete deep middle to M.Wallace. COVERAGE BY #24 HOPE,pass,0,1,0,1,0,0,0,deep,middle,16,,,,,,,,3,3,0,,,3,3,0,0,0,0,0,0,0,0,0.548237453,0.075245822,0.002553399,0.110477533,0.103258108,0.001526415,0.15870127,0,0,0.419549054,-0.352241591,-0.25621839,0.25621839,-5.856267915,5.856267915,-5.335468156,5.335468156,0.843746271,-1.195987861,0,0,2.303023677,-2.303023677,-5.248065806,5.248065806,8.087178475,-8.087178475,-9.896109086,9.896109086,0.503413166,0.496586834,0.503413166,0.496586834,-0.010925089,0.492488077,0.507511923,-0.158478204,0.158478204,-0.133716534,0.133716534,0.026122126,-0.037047215,0,0,0.068084188,-0.068084188,-0.148371794,0.148371794,0.229477745,-0.229477745,-0.253955657,0.253955657,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0022924,B.Roethlisberger,00-0026901,M.Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
1679,2009091000,PIT,TEN,PIT,home,TEN,PIT,79,10-09-2009,128,128,1928,Half1,0,11,0,2,2,0,02:08,PIT 21,10,12,(2:08) (Shotgun) B.Roethlisberger pass short right to S.Holmes to PIT 33 for 12 yards (N.Harper).,pass,12,1,0,1,0,0,0,short,right,13,-1,,,,,,,3,3,0,,,3,3,0,0,0,0,0,0,0,0,0.560605503,0.085354169,0.003053622,0.125415989,0.090860884,0.001632469,0.133077364,0,0,0.067307463,0.954058916,0.697840526,-0.697840526,-5.856267915,5.856267915,-4.38140924,4.38140924,1.013736363,-0.059677447,1.013736363,-0.059677447,3.31676004,-3.31676004,-5.307743253,5.307743253,9.100914838,-9.100914838,-9.955786533,9.955786533,0.492488077,0.507511923,0.492488077,0.507511923,0.029402945,0.521891022,0.478108978,-0.158478204,0.158478204,-0.104313589,0.104313589,0.031284943,-0.001881998,0.031284943,-0.001881998,0.099369132,-0.099369132,-0.150253792,0.150253792,0.260762688,-0.260762688,-0.255837655,0.255837655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0022924,B.Roethlisberger,00-0024240,S.Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,,00-0019733,,N.Harper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
1703,2009091000,PIT,TEN,,,,PIT,,10-09-2009,120,120,1920,Half1,0,11,0,2,,,02:00,PIT 21,0,12,Two-Minute Warning,,0,0,0,,0,0,0,,,,,,,,,,,3,3,,,,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,0.697840526,-0.697840526,-5.856267915,5.856267915,-4.38140924,4.38140924,,,,,3.31676004,-3.31676004,-5.307743253,5.307743253,9.100914838,-9.100914838,-9.955786533,9.955786533,,,,,0,,,-0.158478204,0.158478204,-0.104313589,0.104313589,,,,,0.099369132,-0.099369132,-0.150253792,0.150253792,0.260762688,-0.260762688,-0.255837655,0.255837655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,
1720,2009091000,PIT,TEN,PIT,home,TEN,PIT,67,10-09-2009,120,120,1920,Half1,0,11,0,2,1,0,02:00,PIT 33,10,16,(2:00) (Shotgun) B.Roethlisberger pass short right to M.Moore to PIT 37 for 4 yards (N.Harper).,pass,4,1,0,1,0,0,0,short,right,3,1,,,,,,,3,3,0,,,3,3,0,0,0,0,0,0,0,0,0.497715397,0.063324948,0.001040532,0.092762214,0.136206093,0.00170324,0.207247575,0,0,1.021366379,0.166270989,0.864111514,-0.864111514,-5.856267915,5.856267915,-4.215138251,4.215138251,0.092482986,0.073788003,0.092482986,0.073788003,3.409243026,-3.409243026,-5.23395525,5.23395525,9.193397824,-9.193397824,-9.881998531,9.881998531,0.521891022,0.478108978,0.521891022,0.478108978,0.015415723,0.537306745,0.462693255,-0.158478204,0.158478204,-0.088897866,0.088897866,0.002842445,0.012573278,0.002842445,0.012573278,0.102211577,-0.102211577,-0.137680514,0.137680514,0.263605134,-0.263605134,-0.243264377,0.243264377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0022924,B.Roethlisberger,00-0022217,M.Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,,00-0019733,,N.Harper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
